,matchID,WIN,GOLDEARNED_x,TOTALMINIONSKILLED_x,KILLS_x,ASSISTS_x,DEATHS_x,VISIONSCORE_x,TOTALDAMAGEDEALTTOCHAMPIONS_x,GOLDEARNED_y,TOTALMINIONSKILLED_y,KILLS_y,ASSISTS_y,DEATHS_y,VISIONSCORE_y,TOTALDAMAGEDEALTTOCHAMPIONS_y,GOLDEARNED_ratio,TOTALMINIONSKILLED_ratio,KILLS_ratio,ASSISTS_ratio,DEATHS_ratio,VISIONSCORE_ratio,TOTALDAMAGEDEALTTOCHAMPIONS_ratio
1941,2874040082,1,46482,389,32,66,13,93,70998,39248,465,13,16,32,89,52518,1.1843151243375458,0.8365591397849462,2.4615384615384617,4.125,0.40625,1.0449438202247192,1.3518793556494917
1942,2874040564,1,71196,661,40,80,44,153,144874,68299,633,44,70,40,178,144985,1.042416433622747,1.0442338072669826,0.9090909090909091,1.1428571428571428,1.1,0.8595505617977528,0.9992344035589888
1943,2874042979,1,54347,335,44,66,27,98,79611,46517,410,27,34,44,77,74454,1.168325558398005,0.8170731707317073,1.6296296296296295,1.9411764705882353,0.6136363636363636,1.2727272727272727,1.069264243694093
1944,2874089624,1,83450,788,41,40,53,222,141972,79942,725,53,75,41,182,149073,1.0438818143153787,1.086896551724138,0.7735849056603774,0.5333333333333333,1.2926829268292683,1.2197802197802199,0.9523656195286873
1945,2874269979,1,65163,682,30,58,14,187,101992,51934,714,14,15,30,202,66222,1.2547271536950746,0.9551820728291317,2.142857142857143,3.8666666666666667,0.4666666666666667,0.9257425742574258,1.5401528193047627
1946,2874733854,1,41589,404,28,20,16,68,53063,31611,395,14,11,28,85,47546,1.3156496156401252,1.0227848101265822,2.0,1.8181818181818181,0.5714285714285714,0.8,1.116034997686451
1947,2874804907,1,50404,487,31,45,17,102,82170,38211,512,17,21,31,74,45509,1.3190965952212714,0.951171875,1.8235294117647058,2.142857142857143,0.5483870967741935,1.3783783783783783,1.8055769188512163
1948,2874830867,1,58162,531,32,57,16,135,93682,44003,562,16,30,32,118,71720,1.3217735154421288,0.9448398576512456,2.0,1.9,0.5,1.1440677966101696,1.306218627997769
1949,2874853951,1,75925,604,48,55,30,158,120505,63417,729,30,36,48,144,96116,1.1972341801094344,0.8285322359396433,1.6,1.5277777777777777,0.625,1.0972222222222223,1.2537454742186525
1950,2874895201,1,53331,509,32,50,17,121,68096,44775,548,17,19,32,95,83377,1.1910887772194305,0.9288321167883211,1.8823529411764706,2.6315789473684212,0.53125,1.2736842105263158,0.8167240366048191
1951,2874990010,1,33482,350,16,24,8,59,30116,23417,313,8,6,16,34,21283,1.4298159456804886,1.1182108626198084,2.0,4.0,0.5,1.7352941176470589,1.4150260771507777
1952,2875021051,1,57869,501,43,65,18,93,86815,42334,507,18,26,43,70,75245,1.3669627249964567,0.9881656804733728,2.388888888888889,2.5,0.4186046511627907,1.3285714285714285,1.153764369725563
1953,2875022908,1,47398,207,50,53,27,67,102336,38277,212,25,31,36,119,66954,1.2382893121195495,0.9764150943396226,2.0,1.7096774193548387,0.75,0.5630252100840336,1.5284523702840755
1954,2875446846,1,47544,492,30,33,13,97,66996,35466,421,13,22,30,94,50337,1.3405515141262054,1.168646080760095,2.3076923076923075,1.5,0.43333333333333335,1.0319148936170213,1.3309494010370106
1955,2875489634,1,89986,861,50,47,52,209,149304,81308,798,52,64,50,191,156416,1.1067299650710878,1.0789473684210527,0.9615384615384616,0.734375,1.04,1.094240837696335,0.9545315057283142
1956,2875970383,1,71519,657,53,83,38,152,135808,61983,578,38,37,53,104,129923,1.1538486359162996,1.1366782006920415,1.394736842105263,2.2432432432432434,0.7169811320754716,1.4615384615384615,1.0452960599739847
1957,2876033748,1,61436,608,39,46,27,135,106053,52853,546,27,29,39,97,93291,1.1623938092445083,1.1135531135531136,1.4444444444444444,1.5862068965517242,0.6923076923076923,1.3917525773195876,1.1367977618419782
1958,2876035352,1,62487,614,39,36,30,141,82391,54774,637,30,36,39,137,79640,1.1408149852119618,0.9638932496075353,1.3,1.0,0.7692307692307693,1.0291970802919708,1.0345429432446007
1959,2876059120,1,41944,477,25,37,20,79,61873,36349,438,19,26,25,77,46705,1.1539244545929737,1.0890410958904109,1.3157894736842106,1.4230769230769231,0.8,1.025974025974026,1.324761802804839
1960,2876564890,1,49933,524,29,31,16,85,58184,38573,450,16,26,29,79,48290,1.2945065201047365,1.1644444444444444,1.8125,1.1923076923076923,0.5517241379310345,1.0759493670886076,1.2048871401946573
1961,2876582981,1,51236,521,28,60,14,90,60984,40025,526,14,29,28,113,51486,1.280099937539038,0.9904942965779467,2.0,2.0689655172413794,0.5,0.7964601769911505,1.1844773336440975
1962,2877032636,1,52357,575,25,45,9,125,69331,37008,439,9,12,25,112,56100,1.4147481625594467,1.3097949886104783,2.7777777777777777,3.75,0.36,1.1160714285714286,1.2358467023172905
1963,2877925886,1,29716,450,16,17,4,47,42410,24774,453,11,3,12,50,44672,1.1994833292968434,0.9933774834437086,1.4545454545454546,5.666666666666667,0.3333333333333333,0.94,0.9493642550143266
1964,2878307731,1,49395,515,21,50,18,113,73166,41747,502,18,22,21,117,45966,1.183198792727621,1.0258964143426295,1.1666666666666667,2.272727272727273,0.8571428571428571,0.9658119658119658,1.591741722142453
1965,2878454216,1,67464,647,33,77,19,183,82331,59438,700,19,35,33,173,91043,1.135031461354689,0.9242857142857143,1.736842105263158,2.2,0.5757575757575758,1.0578034682080926,0.9043089529123601
1966,2878509219,1,52140,517,36,52,16,114,78824,39762,504,16,17,36,93,61089,1.3113022483778483,1.0257936507936507,2.25,3.0588235294117645,0.4444444444444444,1.2258064516129032,1.2903141318404296
1967,2878572488,1,32982,324,34,19,4,32,55066,18989,248,6,2,22,23,31775,1.7369003107061984,1.3064516129032258,5.666666666666667,9.5,0.18181818181818182,1.391304347826087,1.7329976396538158
1968,2879039418,1,45890,405,37,55,18,97,72364,34433,394,18,13,37,76,48088,1.3327331339122352,1.0279187817258884,2.0555555555555554,4.230769230769231,0.4864864864864865,1.2763157894736843,1.5048244884378639
1969,2879055231,1,55165,520,36,57,25,109,80772,46125,492,25,26,36,87,71105,1.1959891598915988,1.056910569105691,1.44,2.1923076923076925,0.6944444444444444,1.2528735632183907,1.1359538710357922
1970,2879062187,1,61257,644,37,55,27,193,98021,55803,662,27,56,37,125,89977,1.0977366808236115,0.972809667673716,1.3703703703703705,0.9821428571428571,0.7297297297297297,1.544,1.0894006246040655
1971,2879286892,1,41816,413,25,44,11,84,53563,30383,435,9,9,25,58,24870,1.3762959549748215,0.9494252873563218,2.7777777777777777,4.888888888888889,0.44,1.4482758620689655,2.153719340570969
1972,2879300200,1,85769,834,49,48,46,220,132478,77883,749,46,59,49,202,149618,1.101254445771221,1.1134846461949266,1.065217391304348,0.8135593220338984,0.9387755102040817,1.0891089108910892,0.8854415912523894
1973,2879354472,1,46684,525,20,37,8,115,49359,37646,542,8,10,20,129,32268,1.2400786272113904,0.9686346863468634,2.5,3.7,0.4,0.8914728682170543,1.5296578653774637
1974,2879365667,1,71301,664,40,46,39,164,138088,61251,655,39,41,40,173,99688,1.164078953812999,1.0137404580152671,1.0256410256410255,1.1219512195121952,0.975,0.9479768786127167,1.3852018297086912
1975,2879437786,1,42488,533,22,20,9,80,42848,31736,406,9,14,22,63,36069,1.3387950592387194,1.312807881773399,2.4444444444444446,1.4285714285714286,0.4090909090909091,1.2698412698412698,1.1879453270121156
1976,2879440386,1,70157,673,44,84,37,179,125740,65062,559,36,54,44,199,102199,1.078309919768836,1.2039355992844365,1.2222222222222223,1.5555555555555556,0.8409090909090909,0.8994974874371859,1.2303447196156518
1977,2879449023,1,52816,496,34,45,22,128,70332,40322,434,22,37,34,72,56352,1.3098556619215316,1.1428571428571428,1.5454545454545454,1.2162162162162162,0.6470588235294118,1.7777777777777777,1.248083475298126
1978,2879449483,1,54180,604,32,48,11,117,75978,39615,537,11,18,32,100,49315,1.3676637637258615,1.1247672253258845,2.909090909090909,2.6666666666666665,0.34375,1.17,1.5406671398154719
1979,2879450915,1,57601,577,28,37,23,146,70182,45287,578,23,24,28,131,66246,1.2719102612228674,0.9982698961937716,1.2173913043478262,1.5416666666666667,0.8214285714285714,1.1145038167938932,1.0594149080699211
1981,2879477889,1,56047,619,36,42,21,136,74916,43603,483,21,31,36,108,74317,1.2853932068894343,1.2815734989648033,1.7142857142857142,1.3548387096774193,0.5833333333333334,1.2592592592592593,1.00806006701024
1982,2879538518,1,59841,659,31,52,32,137,91660,58396,609,32,39,31,137,86311,1.0247448455373656,1.0821018062397372,0.96875,1.3333333333333333,1.032258064516129,1.0,1.0619735607280647
1983,2879584352,1,66990,761,34,57,28,208,113864,69501,764,28,36,34,181,114479,0.9638710234385117,0.9960732984293194,1.2142857142857142,1.5833333333333333,0.8235294117647058,1.149171270718232,0.9946278356729181
1984,2879639666,1,65859,842,21,34,23,226,66247,64056,802,23,53,21,203,73169,1.0281472461596104,1.0498753117206983,0.9130434782608695,0.6415094339622641,1.0952380952380953,1.1133004926108374,0.9053970943979007
1985,2879748675,1,42713,432,17,33,15,75,60896,46622,475,23,28,13,73,80541,0.9161554630860967,0.9094736842105263,0.7391304347826086,1.1785714285714286,1.1538461538461537,1.0273972602739727,0.7560869619200159
1986,2879940210,1,56436,545,33,34,23,114,88536,43364,484,22,16,33,100,72816,1.301448205885066,1.1260330578512396,1.5,2.125,0.696969696969697,1.14,1.2158866183256427
1987,2880084826,1,57649,605,31,53,25,155,96082,56952,607,25,48,31,158,78813,1.0122383761764293,0.9967051070840197,1.24,1.1041666666666667,0.8064516129032258,0.9810126582278481,1.2191135980104806
1988,2880148490,1,46715,446,33,32,11,65,55802,29934,331,11,18,33,59,37212,1.5605999866372686,1.3474320241691844,3.0,1.7777777777777777,0.3333333333333333,1.1016949152542372,1.49957003117274
1989,2880393141,1,65179,650,34,81,32,205,116335,59297,606,32,59,34,149,126941,1.0991955748182876,1.0726072607260726,1.0625,1.3728813559322033,0.9411764705882353,1.3758389261744965,0.9164493741186851
1990,2880624522,1,66828,647,33,63,26,181,114596,61512,750,26,43,33,180,94368,1.0864221615294576,0.8626666666666667,1.2692307692307692,1.4651162790697674,0.7878787878787878,1.0055555555555555,1.2143523228212953
1991,2880692911,1,50156,516,34,42,14,104,65988,36549,438,14,18,34,102,58233,1.3722947276259267,1.178082191780822,2.4285714285714284,2.3333333333333335,0.4117647058823529,1.0196078431372548,1.1331719128329298
1992,2881065220,1,45814,458,28,44,7,109,59598,27650,344,7,17,28,58,30753,1.6569258589511755,1.3313953488372092,4.0,2.588235294117647,0.25,1.8793103448275863,1.9379572724612233
1993,2881218064,1,56180,586,31,30,22,179,74779,48365,597,22,18,31,99,55532,1.161583789930735,0.981574539363484,1.4090909090909092,1.6666666666666667,0.7096774193548387,1.8080808080808082,1.346592955413095
1994,2881224164,1,62330,585,38,62,30,150,106077,59845,627,30,38,38,147,90154,1.0415239368368285,0.9330143540669856,1.2666666666666666,1.631578947368421,0.7894736842105263,1.0204081632653061,1.1766200057679082
1995,2881301667,1,68152,607,40,78,32,185,105758,61541,619,32,41,40,171,112886,1.1074243187468518,0.9806138933764136,1.25,1.9024390243902438,0.8,1.0818713450292399,0.9368566518434527
1996,2881353570,1,63294,639,41,49,29,124,114667,52746,581,28,46,41,137,94402,1.1999772494596748,1.0998278829604131,1.4642857142857142,1.065217391304348,0.7073170731707317,0.9051094890510949,1.214667062138514
1997,2881416970,1,48919,457,41,41,17,98,83516,36651,416,17,17,41,59,52852,1.3347248369757987,1.0985576923076923,2.411764705882353,2.411764705882353,0.4146341463414634,1.6610169491525424,1.5801861802769999
1998,2881620710,1,49737,516,23,18,11,105,40465,36979,474,11,16,23,99,39260,1.3450066253819735,1.0886075949367089,2.090909090909091,1.125,0.4782608695652174,1.0606060606060606,1.0306928171166583
1999,2881622174,1,50465,555,26,25,15,123,68966,39310,477,15,24,26,103,52505,1.2837700330704656,1.1635220125786163,1.7333333333333334,1.0416666666666667,0.5769230769230769,1.1941747572815533,1.3135129987620227
2000,2881636091,1,32774,386,18,24,3,57,25977,23092,326,3,3,18,41,19251,1.41927940412264,1.1840490797546013,6.0,8.0,0.16666666666666666,1.3902439024390243,1.3493844475611656
2001,2881643697,1,35831,533,25,21,12,71,55917,28087,537,8,5,21,40,32314,1.2757147434756293,0.9925512104283054,3.125,4.2,0.5714285714285714,1.775,1.7304264405520826
2002,2881872578,1,82075,812,44,63,33,237,124925,67953,776,33,52,44,256,120932,1.2078201109590452,1.0463917525773196,1.3333333333333333,1.2115384615384615,0.75,0.92578125,1.0330185558826448
2003,2881905935,1,34786,397,24,28,5,50,36544,23612,344,5,7,24,53,24621,1.4732339488395731,1.1540697674418605,4.8,4.0,0.20833333333333334,0.9433962264150944,1.4842614028674708
2004,2881945029,1,52187,542,28,48,10,105,65132,34236,415,10,20,28,91,48816,1.5243311134478328,1.306024096385542,2.8,2.4,0.35714285714285715,1.1538461538461537,1.334234677155031
2005,2881953020,1,49705,503,29,48,14,100,61473,38507,504,14,15,29,68,41447,1.290804269353624,0.998015873015873,2.0714285714285716,3.2,0.4827586206896552,1.4705882352941178,1.4831712789827973
2006,2881973492,1,32021,329,19,26,6,62,33201,23500,267,6,9,19,42,24070,1.362595744680851,1.2322097378277153,3.1666666666666665,2.888888888888889,0.3157894736842105,1.4761904761904763,1.3793518903199002
2007,2882163815,1,65063,639,35,53,31,152,100144,62730,727,31,51,35,128,87866,1.0371911366172486,0.8789546079779917,1.1290322580645162,1.0392156862745099,0.8857142857142857,1.1875,1.1397355063391983
2008,2882182304,1,61586,650,24,47,19,167,92809,49891,615,19,36,24,120,87253,1.2344110160149124,1.056910569105691,1.263157894736842,1.3055555555555556,0.7916666666666666,1.3916666666666666,1.0636768936311645
2009,2882526709,1,60069,565,36,76,20,147,82247,45225,496,20,36,36,155,78880,1.3282255389718076,1.1391129032258065,1.8,2.111111111111111,0.5555555555555556,0.9483870967741935,1.0426850912778904
2010,2882655797,1,45135,497,30,41,7,85,57455,29327,383,7,7,30,52,39617,1.5390254714085996,1.2976501305483028,4.285714285714286,5.857142857142857,0.23333333333333334,1.6346153846153846,1.4502612514829492
2011,2882939610,1,65004,595,39,48,25,154,87248,48695,526,25,24,39,115,78143,1.3349214498408462,1.1311787072243347,1.56,2.0,0.6410256410256411,1.3391304347826087,1.1165171544476153
2012,2882942584,1,57823,611,27,49,19,153,91462,49358,519,19,33,27,120,67844,1.1715020867944406,1.1772639691714837,1.4210526315789473,1.4848484848484849,0.7037037037037037,1.275,1.3481221626083368
2013,2883053906,1,51115,568,32,38,11,108,75257,37621,497,11,16,32,112,39489,1.358682650647245,1.1428571428571428,2.909090909090909,2.375,0.34375,0.9642857142857143,1.9057712274304237
2014,2883195275,1,8401,138,1,5,7,10,13632,8415,127,5,4,6,14,19466,0.9983363042186572,1.0866141732283465,0.2,1.25,1.1666666666666667,0.7142857142857143,0.7002979554094318
2015,2883417833,1,59086,724,25,37,15,162,71976,47161,657,15,33,25,153,55922,1.252857233731261,1.1019786910197868,1.6666666666666667,1.121212121212121,0.6,1.0588235294117647,1.2870784306712921
2016,2883686802,1,38104,389,26,35,9,68,50402,28140,390,9,9,26,58,27530,1.35408670931059,0.9974358974358974,2.888888888888889,3.888888888888889,0.34615384615384615,1.1724137931034482,1.830802760624773
2017,2883729882,1,57339,629,28,64,15,144,77774,43146,584,15,28,28,128,55071,1.3289528577388403,1.077054794520548,1.8666666666666667,2.2857142857142856,0.5357142857142857,1.125,1.412249641372047
2018,2883797697,1,58515,528,25,67,25,191,107439,51117,463,18,65,27,182,87932,1.1447268032161513,1.1403887688984882,1.3888888888888888,1.0307692307692307,0.9259259259259259,1.0494505494505495,1.221841877814675
2019,2884273348,1,9599,160,0,9,5,26,8005,9197,133,7,5,7,13,23053,1.043709905403936,1.2030075187969924,0.0,1.8,0.7142857142857143,2.0,0.34724330889688976
2020,2884312819,1,49203,588,26,30,16,120,72880,40486,541,16,21,26,91,59548,1.215308995702218,1.0868761552680222,1.625,1.4285714285714286,0.6153846153846154,1.3186813186813187,1.2238866124806878
2021,2884351363,1,43225,470,9,30,19,135,34073,40084,482,20,33,15,92,62124,1.078360443069554,0.975103734439834,0.45,0.9090909090909091,1.2666666666666666,1.4673913043478262,0.548467580967098
2022,2884631204,1,57803,666,26,62,15,184,72882,48126,659,15,34,26,133,56318,1.2010763412708307,1.0106221547799696,1.7333333333333334,1.8235294117647058,0.5769230769230769,1.3834586466165413,1.2941155580808978
2023,2884653005,1,14407,155,8,23,6,31,40014,11613,196,2,6,14,13,25250,1.2405924395074486,0.7908163265306123,4.0,3.8333333333333335,0.42857142857142855,2.3846153846153846,1.5847128712871288
2024,2884681217,1,49901,497,25,34,19,103,62253,38535,452,19,21,25,71,55857,1.2949526404567278,1.0995575221238938,1.3157894736842106,1.619047619047619,0.76,1.4507042253521127,1.1145066867178688
2025,2884683528,1,59882,511,39,26,33,170,100208,52456,413,34,50,34,149,80268,1.141566265060241,1.2372881355932204,1.1470588235294117,0.52,0.9705882352941176,1.1409395973154361,1.2484178003687647
2026,2884690111,1,50886,544,24,48,12,136,64172,38557,488,11,21,24,110,43443,1.319760354799388,1.1147540983606556,2.1818181818181817,2.2857142857142856,0.5,1.2363636363636363,1.4771539718711875
2027,2884705988,1,74906,755,46,47,32,201,132226,65329,741,32,36,48,167,126638,1.146596457928332,1.01889338731444,1.4375,1.3055555555555556,0.6666666666666666,1.2035928143712575,1.044125775833478
2028,2885039173,1,65786,547,39,57,23,148,94890,52706,663,23,29,39,147,85485,1.2481690889082837,0.8250377073906485,1.6956521739130435,1.9655172413793103,0.5897435897435898,1.0068027210884354,1.1100193016318651
2029,2885229061,1,63824,677,31,71,17,186,85728,51833,673,17,23,31,156,65461,1.2313391082900855,1.0059435364041605,1.8235294117647058,3.0869565217391304,0.5483870967741935,1.1923076923076923,1.3096041918088632
2030,2885453164,1,66234,549,42,52,27,165,103541,55530,566,27,60,42,118,99349,1.1927606699081577,0.9699646643109541,1.5555555555555556,0.8666666666666667,0.6428571428571429,1.3983050847457628,1.042194687415072
2031,2885480948,1,52456,604,28,23,9,130,62117,36516,544,9,9,28,102,36078,1.4365209771059262,1.1102941176470589,3.111111111111111,2.5555555555555554,0.32142857142857145,1.2745098039215685,1.7217417816952159
2032,2886483661,1,10867,174,6,3,4,8,20174,7390,116,3,2,3,24,10626,1.4705006765899864,1.5,2.0,1.5,1.3333333333333333,0.3333333333333333,1.8985507246376812
2033,2886497074,1,57256,540,34,49,19,111,97523,49452,568,19,21,34,100,63329,1.1578095931408234,0.9507042253521126,1.7894736842105263,2.3333333333333335,0.5588235294117647,1.11,1.5399422065720285
2034,2886513966,1,45031,430,31,32,17,101,64131,33730,365,17,22,31,77,47185,1.3350429884375927,1.178082191780822,1.8235294117647058,1.4545454545454546,0.5483870967741935,1.3116883116883118,1.359139557062626
2035,2886617859,1,72350,753,34,51,34,183,117569,62568,669,34,48,34,129,91268,1.1563419000127861,1.1255605381165918,1.0,1.0625,1.0,1.4186046511627908,1.2881732918438007
2036,2886623513,1,52561,509,27,37,40,102,91381,58010,527,40,42,27,141,96778,0.9060679193242545,0.9658444022770398,0.675,0.8809523809523809,1.4814814814814814,0.723404255319149,0.9442331934943892
2037,2886627043,1,29839,412,12,10,4,70,28047,23330,369,4,7,12,52,24179,1.2789969995713673,1.1165311653116532,3.0,1.4285714285714286,0.3333333333333333,1.3461538461538463,1.1599735307498242
2038,2886659827,1,55281,577,32,45,9,117,69038,36022,501,9,11,32,87,42221,1.5346454944200767,1.1516966067864272,3.5555555555555554,4.090909090909091,0.28125,1.3448275862068966,1.6351578598327847
2039,2886682181,1,42232,460,22,28,7,94,43825,29416,397,7,9,22,64,28501,1.4356812618982866,1.1586901763224182,3.142857142857143,3.111111111111111,0.3181818181818182,1.46875,1.5376653450756115
2040,2887923223,1,82977,827,40,75,34,234,171726,74370,903,34,57,40,215,125788,1.1157321500605082,0.9158361018826136,1.1764705882352942,1.3157894736842106,0.85,1.0883720930232559,1.3652017680541864
2041,2887949704,1,67760,611,43,57,41,130,125798,59475,590,41,49,43,153,127392,1.139302227826818,1.035593220338983,1.048780487804878,1.163265306122449,0.9534883720930233,0.8496732026143791,0.9874874403416227
2042,2888074130,1,48879,454,42,64,15,115,92074,36631,402,15,14,42,76,65802,1.3343616062897545,1.1293532338308458,2.8,4.571428571428571,0.35714285714285715,1.513157894736842,1.3992583812042187
2043,2888119268,1,50948,495,30,55,17,115,83369,40260,448,17,32,30,107,68352,1.2654744162940885,1.1049107142857142,1.7647058823529411,1.71875,0.5666666666666667,1.074766355140187,1.2197009597378277
2044,2888143909,1,29970,385,15,11,9,62,28414,25972,338,9,5,15,59,24136,1.1539350069305405,1.1390532544378698,1.6666666666666667,2.2,0.6,1.0508474576271187,1.1772456082200862
2045,2888191792,1,39586,412,25,45,10,116,54342,31132,435,10,9,25,82,32751,1.2715533855839651,0.9471264367816092,2.5,5.0,0.4,1.4146341463414633,1.6592470458917286
2046,2888210034,1,56688,658,27,47,15,186,80500,44879,567,15,20,27,128,65608,1.2631297488803226,1.1604938271604939,1.8,2.35,0.5555555555555556,1.453125,1.2269845140836484
2047,2888345957,1,45454,541,23,32,13,103,61360,38229,509,13,21,23,93,51962,1.1889926495592351,1.0628683693516698,1.7692307692307692,1.5238095238095237,0.5652173913043478,1.10752688172043,1.1808629383010663
2048,2888444023,1,39105,445,24,28,11,85,46072,30541,374,11,9,24,67,34251,1.2804099407354048,1.1898395721925135,2.1818181818181817,3.111111111111111,0.4583333333333333,1.2686567164179106,1.3451286093836676
2049,2888523644,1,49179,519,30,57,12,90,67570,36445,400,12,20,30,94,47744,1.3494032103169158,1.2975,2.5,2.85,0.4,0.9574468085106383,1.4152563672922251
2051,2888581009,1,39502,455,22,23,7,80,47523,25865,343,7,3,22,52,29734,1.5272375797409627,1.3265306122448979,3.142857142857143,7.666666666666667,0.3181818181818182,1.5384615384615385,1.598271339207641
2052,2888586154,1,48381,546,26,37,15,98,57548,38922,475,15,26,26,87,47341,1.2430245105595807,1.1494736842105264,1.7333333333333334,1.4230769230769231,0.5769230769230769,1.1264367816091954,1.2156059229843053
2053,2888609000,1,61977,667,41,52,27,146,106433,50152,544,27,38,41,170,79117,1.2357832190141969,1.2261029411764706,1.5185185185185186,1.368421052631579,0.6585365853658537,0.8588235294117647,1.345260816259464
2054,2888612708,1,72810,765,35,76,28,224,124418,64818,711,28,42,35,190,111320,1.1232990835878922,1.0759493670886076,1.25,1.8095238095238095,0.8,1.1789473684210525,1.1176607977003234
2055,2888796956,1,69421,681,39,65,27,182,146584,60326,703,27,45,39,140,106150,1.1507641812817027,0.968705547652916,1.4444444444444444,1.4444444444444444,0.6923076923076923,1.3,1.380913801224682
2056,2888823160,1,48080,517,38,41,9,75,65288,31447,409,9,11,38,49,39101,1.5289216777435048,1.2640586797066016,4.222222222222222,3.727272727272727,0.23684210526315788,1.530612244897959,1.6697271169535306
2057,2888826238,1,25230,71,17,22,16,85,32316,20591,95,5,24,21,99,40018,1.225292603564664,0.7473684210526316,3.4,0.9166666666666666,0.7619047619047619,0.8585858585858586,0.8075366085261633
2058,2888852239,1,46245,585,22,47,13,108,52801,36698,474,12,18,22,111,44368,1.2601504169164532,1.2341772151898733,1.8333333333333333,2.611111111111111,0.5909090909090909,0.972972972972973,1.1900694194013703
2059,2888865663,1,69990,734,38,62,27,231,110442,59140,684,27,42,38,183,71445,1.1834629692255665,1.0730994152046784,1.4074074074074074,1.4761904761904763,0.7105263157894737,1.2622950819672132,1.545832458534537
2060,2888930984,1,76678,837,40,47,35,179,123682,72168,836,35,64,40,172,127516,1.0624930717215386,1.0011961722488039,1.1428571428571428,0.734375,0.875,1.0406976744186047,0.9699331848552338
2061,2889058033,1,70266,650,44,59,32,155,124396,57966,599,32,63,44,146,93139,1.2121933547251837,1.0851419031719534,1.375,0.9365079365079365,0.7272727272727273,1.0616438356164384,1.3355951856902049
2062,2889228880,1,59105,592,29,40,22,121,69960,46971,574,21,28,29,121,66673,1.25832960763024,1.0313588850174216,1.380952380952381,1.4285714285714286,0.7586206896551724,1.0,1.0493003164699353
2063,2889231720,1,68254,708,34,56,19,167,107268,57609,768,18,18,34,147,74897,1.1847801558784217,0.921875,1.8888888888888888,3.111111111111111,0.5588235294117647,1.1360544217687074,1.432206897472529
2064,2889449641,1,10746,9,5,5,2,20,11370,9782,10,4,8,8,20,14316,1.098548354119812,0.9,1.25,0.625,0.25,1.0,0.7942162615255658
2065,2890357807,1,61356,579,43,55,23,178,108522,55724,670,23,21,43,140,85901,1.1010695571028641,0.8641791044776119,1.8695652173913044,2.619047619047619,0.5348837209302325,1.2714285714285714,1.2633380286609004
2066,2890365412,1,44900,547,22,22,9,90,47595,32092,416,9,4,22,53,34045,1.3991025800822634,1.3149038461538463,2.4444444444444446,5.5,0.4090909090909091,1.6981132075471699,1.3980026435599942
2067,2890371905,1,50772,516,36,20,11,107,59493,34938,475,11,16,36,60,46833,1.453202816417654,1.0863157894736841,3.272727272727273,1.25,0.3055555555555556,1.7833333333333334,1.2703222086989943
2068,2890515903,1,59282,555,34,55,13,136,74004,42374,542,13,19,34,108,58670,1.3990182659177797,1.0239852398523985,2.6153846153846154,2.8947368421052633,0.38235294117647056,1.2592592592592593,1.2613601499914777
2069,2890521421,1,57905,537,32,59,21,193,93527,52916,612,21,21,32,153,72087,1.09428150275909,0.8774509803921569,1.5238095238095237,2.8095238095238093,0.65625,1.261437908496732,1.297418397214477
2070,2890657825,1,49139,606,28,32,12,126,66305,41639,603,12,18,28,97,58576,1.180119599414011,1.0049751243781095,2.3333333333333335,1.7777777777777777,0.42857142857142855,1.2989690721649485,1.131948238186288
2071,2891371926,1,82457,864,42,49,51,229,169085,79194,717,51,92,42,242,137420,1.0412026163598251,1.205020920502092,0.8235294117647058,0.532608695652174,1.2142857142857142,0.9462809917355371,1.230424974530636
2072,2891450781,1,42880,439,28,27,13,92,64365,34281,371,13,18,28,63,47304,1.2508386569820016,1.1832884097035041,2.1538461538461537,1.5,0.4642857142857143,1.4603174603174602,1.3606671740233385
2073,2891775418,1,54915,662,21,28,8,180,54950,36676,532,8,10,21,123,28261,1.4973006870978296,1.244360902255639,2.625,2.8,0.38095238095238093,1.4634146341463414,1.9443756413431939
2074,2891800596,1,52392,666,19,29,6,132,61142,38517,593,6,9,19,112,47106,1.3602305475504324,1.1231028667790894,3.1666666666666665,3.2222222222222223,0.3157894736842105,1.1785714285714286,1.2979662887954826
2075,2891875155,1,55545,615,26,40,13,148,79494,42747,575,13,17,26,133,82572,1.2993894308372518,1.0695652173913044,2.0,2.3529411764705883,0.5,1.112781954887218,0.9627234413602674
2076,2892025545,1,68058,515,43,65,30,163,119442,59862,611,29,43,43,111,109899,1.1369149042798437,0.8428805237315876,1.4827586206896552,1.5116279069767442,0.6976744186046512,1.4684684684684686,1.0868342751071438
2077,2892043532,1,50016,431,35,40,22,83,86732,38739,414,21,14,35,51,55404,1.2911019902423915,1.041062801932367,1.6666666666666667,2.857142857142857,0.6285714285714286,1.6274509803921569,1.5654465381560898
2078,2892070000,1,57353,544,36,43,23,112,91862,43905,519,23,35,36,88,74746,1.3062976881904111,1.048169556840077,1.565217391304348,1.2285714285714286,0.6388888888888888,1.2727272727272727,1.2289888422122923
2079,2892206115,1,61329,577,38,43,18,125,106928,46327,539,18,27,38,100,60046,1.3238284369805944,1.0705009276437847,2.111111111111111,1.5925925925925926,0.47368421052631576,1.25,1.7807680778070145
2080,2892223180,1,48006,506,35,21,5,94,60587,29432,413,5,6,35,34,32444,1.631081815710791,1.225181598062954,7.0,3.5,0.14285714285714285,2.764705882352941,1.8674331155221304
