,matchID,WIN,GOLDEARNED_x,TOTALMINIONSKILLED_x,KILLS_x,ASSISTS_x,DEATHS_x,VISIONSCORE_x,TOTALDAMAGEDEALTTOCHAMPIONS_x,GOLDEARNED_y,TOTALMINIONSKILLED_y,KILLS_y,ASSISTS_y,DEATHS_y,VISIONSCORE_y,TOTALDAMAGEDEALTTOCHAMPIONS_y,GOLDEARNED_ratio,TOTALMINIONSKILLED_ratio,KILLS_ratio,ASSISTS_ratio,DEATHS_ratio,VISIONSCORE_ratio,TOTALDAMAGEDEALTTOCHAMPIONS_ratio
41,1026868859,1,27763,71,24,16,15,66,56505,26584,137,22,21,13,105,52094,1.0443499849533553,0.5182481751824818,1.0909090909090908,0.7619047619047619,1.1538461538461537,0.6285714285714286,1.084673858793719
42,1027386956,1,51363,614,21,35,8,165,60393,44836,652,8,9,21,154,61881,1.1455749843875458,0.941717791411043,2.625,3.888888888888889,0.38095238095238093,1.0714285714285714,0.9759538468996946
43,1028044205,1,58113,602,28,55,28,213,72840,50747,560,28,54,28,170,76777,1.1451514375234004,1.075,1.0,1.0185185185185186,1.0,1.2529411764705882,0.9487216223608633
44,1028573984,1,16899,42,2,41,7,57,16543,15898,61,5,22,10,81,23184,1.0629638948295383,0.6885245901639344,0.4,1.8636363636363635,0.7,0.7037037037037037,0.7135524499654935
45,1030992339,1,19420,324,6,14,10,41,24281,20567,364,10,6,11,37,26056,0.9442310497398746,0.8901098901098901,0.6,2.3333333333333335,0.9090909090909091,1.1081081081081081,0.9318774946269573
46,1031457961,1,41854,475,25,29,13,71,53655,33885,414,13,18,26,95,31177,1.235177807289361,1.1473429951690821,1.9230769230769231,1.6111111111111112,0.5,0.7473684210526316,1.7209802097700229
47,1031558759,1,72987,685,54,91,30,193,129828,65692,729,30,36,56,184,110984,1.111048529501309,0.9396433470507545,1.8,2.5277777777777777,0.5357142857142857,1.048913043478261,1.1697902400345996
48,1031622870,1,40455,428,24,26,11,92,41360,28764,345,11,14,24,51,28785,1.4064455569461827,1.2405797101449276,2.1818181818181817,1.8571428571428572,0.4583333333333333,1.803921568627451,1.4368594754212263
49,1033455603,1,51738,520,28,39,15,143,71129,38602,477,15,18,28,102,54298,1.3402932490544532,1.090146750524109,1.8666666666666667,2.1666666666666665,0.5357142857142857,1.4019607843137254,1.3099745846992523
50,1033460101,1,80095,683,48,42,51,268,110609,71419,709,50,64,48,215,124212,1.1214802783573,0.9633286318758815,0.96,0.65625,1.0625,1.2465116279069768,0.8904856213570348
51,1033949061,1,68663,599,43,70,35,212,120484,63817,741,34,33,43,209,109599,1.0759358791544573,0.8083670715249662,1.2647058823529411,2.121212121212121,0.813953488372093,1.014354066985646,1.099316599604011
52,1033967587,1,43490,477,25,33,22,76,51224,37282,395,22,23,25,96,47613,1.1665146719596589,1.2075949367088608,1.1363636363636365,1.434782608695652,0.88,0.7916666666666666,1.0758406317602336
53,1033981905,1,65850,703,32,52,23,170,92215,54491,673,23,27,32,136,82128,1.2084564423482778,1.0445765230312036,1.391304347826087,1.9259259259259258,0.71875,1.25,1.1228204753555426
54,1033995118,1,35258,397,24,21,4,54,39481,22769,311,4,7,24,32,21767,1.5485089375905836,1.2765273311897105,6.0,3.0,0.16666666666666666,1.6875,1.813800707492994
55,1034540631,1,46358,516,30,28,9,105,59284,31248,424,9,7,30,64,33396,1.4835509472606248,1.2169811320754718,3.3333333333333335,4.0,0.3,1.640625,1.7751826566055815
56,1035301818,1,50312,585,23,33,13,152,43665,40244,557,13,13,23,121,39681,1.2501739389722692,1.0502692998204668,1.7692307692307692,2.5384615384615383,0.5652173913043478,1.256198347107438,1.1004006955469872
57,1035600919,1,59679,579,32,53,11,158,66875,44960,644,11,19,32,133,56148,1.3273798932384342,0.8990683229813664,2.909090909090909,2.789473684210526,0.34375,1.1879699248120301,1.1910486571204673
58,1035625520,1,49602,520,34,59,14,161,72317,38080,491,14,19,34,95,50800,1.3025735294117646,1.0590631364562118,2.4285714285714284,3.1052631578947367,0.4117647058823529,1.694736842105263,1.4235629921259843
59,1036656962,1,20175,340,14,8,6,26,26374,15936,324,4,3,12,32,14352,1.2660015060240963,1.0493827160493827,3.5,2.6666666666666665,0.5,0.8125,1.8376532887402452
60,1036659446,1,45505,563,26,31,21,114,57262,42244,519,21,37,26,96,48652,1.0771943944702207,1.0847784200385358,1.2380952380952381,0.8378378378378378,0.8076923076923077,1.1875,1.1769711419879965
61,1036673156,1,48879,568,26,44,18,150,70909,40885,478,18,28,26,111,44144,1.1955240308181485,1.1882845188284519,1.4444444444444444,1.5714285714285714,0.6923076923076923,1.3513513513513513,1.6063111634650236
62,1036694007,1,33924,560,20,13,10,71,38902,26171,536,4,12,13,49,25398,1.2962439341255587,1.044776119402985,5.0,1.0833333333333333,0.7692307692307693,1.4489795918367347,1.5316954090873298
63,1037516377,1,48511,510,29,40,10,101,64949,32709,442,10,14,29,76,43680,1.483108624537589,1.1538461538461537,2.9,2.857142857142857,0.3448275862068966,1.3289473684210527,1.4869276556776556
64,1038435724,1,33576,385,24,33,5,71,40326,24050,329,5,1,24,58,29056,1.396091476091476,1.1702127659574468,4.8,33.0,0.20833333333333334,1.2241379310344827,1.3878716960352422
65,1038446409,1,32360,302,19,28,4,56,28142,16908,185,4,4,19,23,13431,1.9138869174355335,1.6324324324324324,4.75,7.0,0.21052631578947367,2.4347826086956523,2.095301913483732
66,1038742236,1,41228,425,23,29,7,95,58149,29548,409,7,10,23,79,34932,1.3952890212535536,1.039119804400978,3.2857142857142856,2.9,0.30434782608695654,1.2025316455696202,1.6646341463414633
67,1038764563,1,58487,548,35,64,26,140,93204,49840,540,26,42,35,157,81892,1.1734951845906902,1.0148148148148148,1.3461538461538463,1.5238095238095237,0.7428571428571429,0.89171974522293,1.1381331509793386
68,1038768036,1,43166,442,27,31,16,82,57570,35461,386,16,17,27,80,37293,1.2172809565438087,1.145077720207254,1.6875,1.8235294117647058,0.5925925925925926,1.025,1.5437213418067735
69,1039040170,1,64521,744,34,42,31,184,108576,62123,741,31,31,34,231,106265,1.0386008402684996,1.0040485829959513,1.096774193548387,1.3548387096774193,0.9117647058823529,0.7965367965367965,1.021747517997459
70,1042892834,1,81176,696,46,60,42,211,172101,69560,675,42,65,46,223,152914,1.1669925244393329,1.031111111111111,1.0952380952380953,0.9230769230769231,0.9130434782608695,0.9461883408071748,1.1254757576153918
71,1042920259,1,43863,473,24,35,9,88,59338,31177,378,9,14,24,87,40689,1.4069025242967572,1.2513227513227514,2.6666666666666665,2.5,0.375,1.0114942528735633,1.4583302612499693
